FIPS,County,City,Year,Estimate,Primary Point
1980445,Dallas,Van Meter,July 01 2015,1088,POINT (-93.942715 41.5203654)
1901270,Wayne,Allerton,July 01 2012,497,POINT (-93.3689153 40.7076938)
1928020,Floyd,Floyd,April 01 2010,335,POINT (-92.7402544 43.1282005)
1957945,Appanoose,Numa,July 01 2012,91,POINT (-92.9799877 40.6854066)
1952860,Harrison,Missouri Valley,July 01 2011,2794,POINT (-95.9027827 41.5573821)
1947730,Calhoun,Lytton (pt.),July 01 2018,39,POINT (-94.8604989 42.4233029)
1917265,Union,Creston,April 01 2010,7834,POINT (-94.3650388 41.0597298)
1916815,Franklin,Coulter,July 01 2013,275,POINT (-93.3700471 42.73312)
1906625,Van Buren,Birmingham,April 01 2010,448,POINT (-91.9472595 40.8777076)
1911755,Black Hawk,Cedar Falls,July 01 2012,39877,POINT (-92.4532603 42.5196928)
1966405,Plymouth,Remsen,July 01 2011,1650,POINT (-95.9724007 42.8148253)
1973155,Mills,Silver City,July 01 2012,241,POINT (-95.6378733 41.1113884)
1955785,Allamakee,New Albin,July 01 2012,517,POINT (-91.2881574 43.4969803)
1928020,Floyd,Floyd,July 01 2011,331,POINT (-92.7402544 43.1282005)
1974370,Winneshiek,Spillville,July 01 2018,347,POINT (-91.9520776 43.2031266)
1948675,Ringgold,Maloy,July 01 2017,28,POINT (-94.4119202 40.6731797)
1982965,Henry,Wayland,July 01 2011,967,POINT (-91.659088 41.148462)
1985215,Monona,Whiting,July 01 2015,743,POINT (-96.1507766 42.1271884)
1965550,Fayette,Randalia,July 01 2017,55,POINT (-91.8864465 42.8635957)
1907750,Boone,Boxholm,July 01 2012,193,POINT (-94.1062028 42.1736058)
1982200,Louisa,Wapello,July 01 2017,2033,POINT (-91.188117 41.1770957)
1916140,Washington,Coppock (pt.),July 01 2014,13,POINT (-91.7150539 41.163535)
1975855,Clayton,Strawberry Point,April 01 2010,1279,POINT (-91.5349572 42.6803391)
1981615,Dickinson,Wahpeton,July 01 2015,352,POINT (-95.1744377 43.3741639)
1933645,Carroll,Halbur,July 01 2014,241,POINT (-94.972048 42.0051243)
1948540,Poweshiek,Malcom,July 01 2012,283,POINT (-92.5574629 41.7075959)
1935670,Keokuk,Hedrick,July 01 2016,743,POINT (-92.3079494 41.1711634)
1939900,Calhoun,Jolley,July 01 2013,27,POINT (-94.7182601 42.4794481)
1924060,Delaware,Edgewood (pt.),July 01 2015,578,POINT (-91.401691 42.644231)
1907660,Dallas,Bouton,July 01 2018,119,POINT (-94.0105732 41.8511411)
1904960,Guthrie,Bayard,July 01 2011,468,POINT (-94.5577535 41.8519564)
1917670,Hancock,Crystal Lake,July 01 2017,237,POINT (-93.792707 43.2229779)
19037,Chickasaw,Balance of Chickasaw County,July 01 2018,4896,POINT (-92.3176637 43.0600414)
1940935,Van Buren,Keosauqua,July 01 2018,906,POINT (-91.9605345 40.7346892)
1927165,Fayette,Fayette,April 01 2010,1338,POINT (-91.8036753 42.8415054)
1916230,Johnson,Coralville,July 01 2016,20313,POINT (-91.5968051 41.6989902)
1929955,Hancock,Garner,April 01 2010,3129,POINT (-93.6032978 43.0995359)
1954840,Linn,Mount Vernon,July 01 2017,4456,POINT (-91.4243495 41.9229756)
1929280,Muscatine,Fruitland,July 01 2015,982,POINT (-91.1287744 41.347424)
1973515,Boone,Slater (pt.),April 01 2010,,POINT (-93.686299 41.8792234)
1938595,Johnson,Iowa City,April 01 2010,67862,POINT (-91.5304657 41.6557794)
19001,Adair,Balance of Adair County,April 01 2010,2967,POINT (-94.4709413 41.3307464)
1904420,Kossuth,Bancroft,July 01 2011,728,POINT (-94.2175386 43.292755)
1943140,Carroll,Lanesboro,July 01 2016,113,POINT (-94.6921692 42.1826597)
1941070,Keokuk,Keswick,July 01 2014,240,POINT (-92.2382166 41.4546646)
1954840,Linn,Mount Vernon,July 01 2016,4428,POINT (-91.4243495 41.9229756)
1966810,Dubuque,Rickardsville,July 01 2014,178,POINT (-90.8762169 42.5815445)
1962985,Humboldt,Pioneer,July 01 2017,22,POINT (-94.3908921 42.6535255)
1939675,Hamilton,Jewell Junction,July 01 2012,1193,POINT (-93.6399868 42.3105346)
1946605,Clinton,Lost Nation,July 01 2017,417,POINT (-90.8167168 41.9665989)
19055,Delaware,Balance of Delaware County,July 01 2016,8131,POINT (-91.3673502 42.471211)
1907075,Muscatine,Blue Grass (pt.),July 01 2014,30,POINT (-90.7648763 41.5095767)
1935760,Page,Hepburn,July 01 2013,18,POINT (-95.0166861 40.8476568)
1965730,Appanoose,Rathbun,July 01 2011,89,POINT (-92.8871405 40.8016943)
1978600,Clinton,Toronto,April 01 2010,124,POINT (-90.8627574 41.9028894)
1946245,Calhoun,Lohrville,July 01 2014,356,POINT (-94.5515983 42.2671725)
1952500,Van Buren,Milton,July 01 2011,440,POINT (-92.1621496 40.671185)
1916725,Louisa,Cotter,July 01 2018,47,POINT (-91.4658078 41.2939949)
1960555,Hardin,Owasa,July 01 2017,42,POINT (-93.2049961 42.4316875)
1927210,Kossuth,Fenton,July 01 2012,275,POINT (-94.4279672 43.2181569)
1926265,Audubon,Exira,July 01 2015,776,POINT (-94.8810861 41.5919759)
1982200,Louisa,Wapello,July 01 2011,2066,POINT (-91.188117 41.1770957)
1949755,Marshall,Marshalltown,July 01 2012,27825,POINT (-92.9066945 42.0341021)
1925590,Palo Alto,Emmetsburg,July 01 2018,3713,POINT (-94.6799659 43.1145862)
1958620,Fayette,Oelwein,July 01 2013,6244,POINT (-91.9131952 42.6713674)
1906940,Monona,Blencoe,April 01 2010,224,POINT (-96.0821104 41.9303416)
19089,Howard,Balance of Howard County,July 01 2014,3831,POINT (-92.3171989 43.3567673)
1903295,Osceola,Ashton,July 01 2018,426,POINT (-95.7924931 43.308844)
1903025,Dickinson,Arnolds Park,April 01 2010,1126,POINT (-95.1362945 43.3602008)
1973290,Sioux,Sioux Center,July 01 2014,7382,POINT (-96.1707089 43.0746484)
1979770,Johnson,University Heights,July 01 2016,1071,POINT (-91.5588548 41.6550607)
1966540,Marshall,Rhodes,July 01 2012,308,POINT (-93.1836907 41.9278263)
1982065,Pottawattamie,Walnut,July 01 2013,779,POINT (-95.2204992 41.4884727)
1966450,Humboldt,Renwick,April 01 2010,242,POINT (-93.9813336 42.8269157)
1945795,Lyon,Little Rock,July 01 2016,444,POINT (-95.880437 43.4454349)
1986610,Cass,Wiota,July 01 2014,111,POINT (-94.8874747 41.4010236)
1936840,Ida,Holstein,July 01 2016,1381,POINT (-95.5428563 42.4869415)
1957135,Clayton,North Buena Vista,July 01 2018,120,POINT (-90.9585058 42.677621)
1923160,Tama,Dysart,July 01 2012,1368,POINT (-92.3090956 42.1721011)
19157,Poweshiek,Balance of Poweshiek County,April 01 2010,5771,POINT (-92.5314684 41.6864422)
1903475,Benton,Atkins,April 01 2010,1670,POINT (-91.8585601 41.9942458)
1965235,Buchanan,Quasqueton,July 01 2018,561,POINT (-91.7578731 42.3943539)
1905185,Boone,Beaver,July 01 2018,49,POINT (-94.139911 42.0382078)
1915420,Louisa,Columbus Junction,April 01 2010,1899,POINT (-91.3650803 41.2787342)
1925005,Ringgold,Ellston,July 01 2014,39,POINT (-94.1087541 40.8404932)
1911035,Mitchell,Carpenter,July 01 2013,107,POINT (-93.0172679 43.414988)
1937605,Wayne,Humeston,April 01 2010,494,POINT (-93.4972195 40.8609187)
1929190,Mahaska,Fremont,July 01 2011,747,POINT (-92.4342399 41.2125273)
1912495,Linn,Central City,July 01 2014,1276,POINT (-91.5244676 42.2037451)
1975990,Guthrie,Stuart (pt.),April 01 2010,949,POINT (-94.3186774 41.5002688)
1977745,Winnebago,Thompson,July 01 2014,486,POINT (-93.7746954 43.3697498)
19147,Palo Alto,Balance of Palo Alto County,July 01 2013,2502,POINT (-94.6781371 43.0820643)
1950880,Marshall,Melbourne,July 01 2015,818,POINT (-93.1026156 41.9415478)
1931890,Worth,Grafton,July 01 2018,248,POINT (-93.0687031 43.3304389)
1970185,Lee,St. Paul,July 01 2012,127,POINT (-91.5164339 40.7678281)
1983910,Madison,West Des Moines (pt.),July 01 2017,1,POINT (-93.7802969 41.5527354)
1932970,Clay,Greenville,July 01 2014,73,POINT (-95.1461167 43.0169781)
1973875,Johnson,Solon,July 01 2012,2228,POINT (-91.4975934 41.8063316)
1964290,Allamakee,Postville (pt.),July 01 2018,1822,POINT (-91.5682128 43.0839487)
1912945,Sioux,Chatsworth,July 01 2016,81,POINT (-96.5144511 42.9163167)
1980535,Pocahontas,Varina,July 01 2013,69,POINT (-94.8976674 42.6581176)
1911305,Jones,Cascade (pt.),July 01 2015,416,POINT (-91.0045814 42.3019211)
1934860,Marion,Harvey,July 01 2017,240,POINT (-92.922688 41.3179424)
1950250,Cass,Massena,July 01 2013,343,POINT (-94.7698202 41.2506437)
1921540,Scott,Dixon,July 01 2012,247,POINT (-90.7823709 41.742124)
1986565,Buchanan,Winthrop,April 01 2010,850,POINT (-91.7380251 42.4702444)
1908560,Butler,Bristow,July 01 2015,157,POINT (-92.9079267 42.7738236)
1976485,O'Brien,Sutherland,July 01 2016,612,POINT (-95.4950352 42.9728304)
1950385,Sioux,Matlock,July 01 2016,89,POINT (-95.9345034 43.2443282)
1983415,Kossuth,Wesley,April 01 2010,390,POINT (-93.9936857 43.0886724)
1923115,Delaware,Dyersville (pt.),April 01 2010,179,POINT (-91.1174613 42.4817273)
1900730,Washington,Ainsworth,July 01 2015,577,POINT (-91.5545142 41.2900827)
19001,Adair,Balance of Adair County,July 01 2011,2915,POINT (-94.4709413 41.3307464)
1940395,Story,Kelley,July 01 2013,307,POINT (-93.6654994 41.9508068)
19163,Scott,Balance of Scott County,July 01 2014,15528,POINT (-90.6232428 41.6370978)
1927210,Kossuth,Fenton,July 01 2015,249,POINT (-94.4279672 43.2181569)
19027,Carroll,Balance of Carroll County,July 01 2012,4417,POINT (-94.8605593 42.0362382)
1929910,Clayton,Garnavillo,July 01 2015,732,POINT (-91.2364097 42.8661313)
1932160,Dallas,Granger (pt.),April 01 2010,1032,POINT (-93.8247737 41.7619744)
1900730,Washington,Ainsworth,July 01 2013,571,POINT (-91.5545142 41.2900827)
19155,Pottawattamie,Balance of Pottawattamie County,July 01 2018,18097,POINT (-95.5423935 41.3366123)
1932295,Montgomery,Grant,July 01 2017,85,POINT (-94.9850119 41.1427142)
1979770,Johnson,University Heights,July 01 2011,1051,POINT (-91.5588548 41.6550607)
1915240,Story,Colo,July 01 2012,874,POINT (-93.3185991 42.014482)
1907390,Polk,Bondurant,July 01 2012,4344,POINT (-93.4546681 41.6985333)
1930225,Lyon,George,July 01 2012,1099,POINT (-96.0027092 43.341995)
1932025,Clinton,Grand Mound,July 01 2013,631,POINT (-90.6501579 41.8232709)
19119,Lyon,Balance of Lyon County,July 01 2016,4911,POINT (-96.2102924 43.380497)
1962625,Clay,Peterson,April 01 2010,334,POINT (-95.3430601 42.9176513)
1957720,Benton,Norway,July 01 2016,526,POINT (-91.9226667 41.9022211)
1928605,Lee,Fort Madison,July 01 2015,10720,POINT (-91.3519128 40.6198735)
1903475,Benton,Atkins,July 01 2013,1718,POINT (-91.8585601 41.9942458)
1933780,Fremont,Hamburg,July 01 2015,1085,POINT (-95.6545764 40.606121)
1902800,Union,Arispe,July 01 2017,99,POINT (-94.2191509 40.9480308)
1972840,Johnson,Shueyville,July 01 2018,667,POINT (-91.6521789 41.8465835)
1916950,Plymouth,Craig,July 01 2016,92,POINT (-96.3095738 42.8955639)
1918435,Des Moines,Danville,July 01 2014,938,POINT (-91.3145579 40.8600374)
1935310,Fayette,Hawkeye,July 01 2016,419,POINT (-91.950354 42.9377417)
19081,Hancock,Balance of Hancock County,July 01 2011,3700,POINT (-93.7342723 43.0818861)
1966720,Keokuk,Richland,April 01 2010,584,POINT (-91.9960251 41.1857094)
1906805,Benton,Blairstown,July 01 2015,669,POINT (-92.0823291 41.9062103)
1961230,Linn,Palo,July 01 2012,1037,POINT (-91.8000825 42.0645741)
1980130,Crawford,Vail,July 01 2011,441,POINT (-95.2003198 42.0598224)
1979905,Benton,Urbana,July 01 2014,1450,POINT (-91.887274 42.2284093)
1975990,Adair,Stuart (pt.),July 01 2018,725,POINT (-94.3186774 41.5002688)
1931035,Tama,Gladbrook,July 01 2018,861,POINT (-92.7150959 42.1860667)
1976440,Dickinson,Superior,July 01 2011,130,POINT (-94.946743 43.433689)
1921270,Ringgold,Diagonal,July 01 2015,321,POINT (-94.3421119 40.8104671)
1983550,Kossuth,West Bend (pt.),July 01 2016,21,POINT (-94.4456756 42.9599409)
1902350,Woodbury,Anthon,July 01 2011,572,POINT (-95.8656328 42.3881341)
1964290,Allamakee,Postville (pt.),July 01 2014,1884,POINT (-91.5682128 43.0839487)
1907075,Muscatine,Blue Grass (pt.),July 01 2013,20,POINT (-90.7648763 41.5095767)
1925815,Page,Essex,July 01 2018,752,POINT (-95.3038067 40.832679)
1903970,Pottawattamie,Avoca,July 01 2011,1515,POINT (-95.3373168 41.4828711)
1914475,Wayne,Clio,July 01 2016,79,POINT (-93.4513925 40.6359742)
1953355,Jasper,Monroe,July 01 2016,1846,POINT (-93.1037482 41.5189365)
1969330,Palo Alto,Ruthven,July 01 2014,701,POINT (-94.8984503 43.1300915)
1972300,Shelby,Shelby (pt.),July 01 2012,608,POINT (-95.4505587 41.5066731)
1938460,Chickasaw,Ionia,July 01 2011,289,POINT (-92.4584186 43.0360537)
19019,Buchanan,Balance of Buchanan County,July 01 2016,8120,POINT (-91.8378392 42.4707777)
1955560,Pottawattamie,Neola,April 01 2010,842,POINT (-95.6173698 41.4515149)
1910225,Story,Cambridge,July 01 2011,833,POINT (-93.5359151 41.9000672)
1961230,Linn,Palo,July 01 2015,1070,POINT (-91.8000825 42.0645741)
1950970,Monroe,Melrose,July 01 2017,107,POINT (-93.0508038 40.9790245)
1937605,Wayne,Humeston,July 01 2013,479,POINT (-93.4972195 40.8609187)
1939405,Black Hawk,Janesville (pt.),July 01 2011,127,POINT (-92.4629269 42.6458874)
1966000,Ringgold,Redding,April 01 2010,82,POINT (-94.3862876 40.6068297)
1970230,Henry,Salem,July 01 2018,381,POINT (-91.6206406 40.8519773)
1982695,Dallas,Waukee,July 01 2016,19003,POINT (-93.8702236 41.6001509)
1901315,Butler,Allison,July 01 2013,1029,POINT (-92.7957606 42.7517481)
1965955,Jasper,Reasnor,July 01 2011,151,POINT (-93.0229143 41.5788538)
1909280,Winnebago,Buffalo Center,July 01 2011,896,POINT (-93.9428112 43.3893894)
19179,Wapello,Balance of Wapello County,July 01 2018,7741,POINT (-92.4094499 41.0305845)
1902800,Union,Arispe,July 01 2012,101,POINT (-94.2191509 40.9480308)
1970320,Woodbury,Salix,July 01 2014,383,POINT (-96.3158764 42.3206398)
1948900,Worth,Manly,July 01 2014,1311,POINT (-93.2009752 43.2880706)
1962445,Harrison,Persia,April 01 2010,319,POINT (-95.5704116 41.5785892)
1968070,Floyd,Rockford,July 01 2018,830,POINT (-92.9477776 43.0524158)
1941070,Keokuk,Keswick,July 01 2012,244,POINT (-92.2382166 41.4546646)
1948945,Carroll,Manning,July 01 2016,1456,POINT (-95.0642334 41.9092116)
1909820,Clinton,Calamus,July 01 2014,421,POINT (-90.7600146 41.8264945)
1917175,Pottawattamie,Crescent,July 01 2013,614,POINT (-95.8581593 41.3654889)
1968250,Cerro Gordo,Rockwell,July 01 2014,1027,POINT (-93.1871266 42.979966)
1954120,Louisa,Morning Sun,July 01 2014,826,POINT (-91.2505611 41.0941736)
1908875,Plymouth,Brunsville,April 01 2010,151,POINT (-96.2667032 42.8109608)
1942555,Winnebago,Lake Mills,July 01 2011,2081,POINT (-93.5320645 43.4169493)
1920035,Bremer,Denver,July 01 2016,1823,POINT (-92.3346405 42.6688889)
1941385,Plymouth,Kingsley,July 01 2016,1426,POINT (-95.9679007 42.5864657)
1916815,Franklin,Coulter,April 01 2010,281,POINT (-93.3700471 42.73312)
1964560,Adams,Prescott,July 01 2018,238,POINT (-94.6129796 41.0238035)
1919000,Scott,Davenport,July 01 2014,102360,POINT (-90.6051955 41.5557666)
1926940,Calhoun,Farnhamville (pt.),July 01 2018,346,POINT (-94.407793 42.2767837)
1909955,Webster,Callender,July 01 2014,362,POINT (-94.2955132 42.3616112)
1916050,Guthrie,Coon Rapids (pt.),July 01 2015,0,POINT (-94.6784541 41.8747687)
1910765,Polk,Carlisle (pt.),July 01 2018,96,POINT (-93.4877345 41.511846)
1965055,Davis,Pulaski,July 01 2018,291,POINT (-92.2737906 40.6928807)
1972300,Shelby,Shelby (pt.),July 01 2017,592,POINT (-95.4505587 41.5066731)
19091,Humboldt,Balance of Humboldt County,July 01 2015,2436,POINT (-94.2071868 42.7764686)
1928515,Webster,Fort Dodge,July 01 2013,24832,POINT (-94.175105 42.5097987)
1932025,Clinton,Grand Mound,July 01 2015,618,POINT (-90.6501579 41.8232709)
1944400,Plymouth,Le Mars,July 01 2017,9903,POINT (-96.1742476 42.7809352)
1917940,Woodbury,Cushing,July 01 2013,220,POINT (-95.675703 42.464969)
1904105,Palo Alto,Ayrshire,July 01 2017,136,POINT (-94.8335229 43.0395515)
1916500,Adams,Corning,July 01 2015,1504,POINT (-94.7395154 40.9929182)
1968925,Clay,Rossie,July 01 2018,66,POINT (-95.1886124 43.0136605)
1934545,Keokuk,Harper,July 01 2015,109,POINT (-92.0509513 41.3636709)
1952455,Warren,Milo,July 01 2017,768,POINT (-93.4393691 41.2887201)
1979770,Johnson,University Heights,July 01 2014,1095,POINT (-91.5588548 41.6550607)
1907075,Muscatine,Blue Grass (pt.),July 01 2011,16,POINT (-90.7648763 41.5095767)
1981975,Emmet,Wallingford,July 01 2011,191,POINT (-94.7924275 43.3201552)
1968385,Monona,Rodney,July 01 2014,57,POINT (-95.9507042 42.2047575)
1932475,Sioux,Granville,July 01 2018,307,POINT (-95.8748315 42.9852282)
1959970,Winneshiek,Ossian,July 01 2016,806,POINT (-91.7648546 43.1467277)
1973065,Fremont,Sidney,July 01 2013,1064,POINT (-95.6442994 40.7459494)
1916815,Franklin,Coulter,July 01 2017,265,POINT (-93.3700471 42.73312)
1925095,Howard,Elma,April 01 2010,546,POINT (-92.4393341 43.2458725)
19009,Audubon,Balance of Audubon County,July 01 2018,2375,POINT (-94.9058222 41.6845893)
1922980,Scott,Durant (pt.),July 01 2011,92,POINT (-90.9119451 41.6014845)
1953625,Jones,Monticello,July 01 2012,114,POINT (-91.1836421 42.2303515)
1974370,Winneshiek,Spillville,April 01 2010,367,POINT (-91.9520776 43.2031266)
1963210,Bremer,Plainfield,July 01 2015,429,POINT (-92.5358996 42.8445249)
1973065,Fremont,Sidney,July 01 2012,1081,POINT (-95.6442994 40.7459494)
1939405,Bremer,Janesville (pt.),July 01 2014,833,POINT (-92.4629269 42.6458874)
1912000,Linn,Cedar Rapids,April 01 2010,126326,POINT (-91.6781641 41.966733)
19091,Humboldt,Balance of Humboldt County,July 01 2012,2498,POINT (-94.2071868 42.7764686)
1963840,Pocahontas,Plover,July 01 2017,71,POINT (-94.6222266 42.876712)
1941565,Wapello,Kirkville,July 01 2016,175,POINT (-92.503587 41.1422489)
1966810,Dubuque,Rickardsville,July 01 2015,177,POINT (-90.8762169 42.5815445)
1975000,Montgomery,Stanton,April 01 2010,689,POINT (-95.1029513 40.9810147)
1949620,Clayton,Marquette,July 01 2011,461,POINT (-91.1905647 43.0446015)
1919405,Winneshiek,Decorah,July 01 2013,7983,POINT (-91.7850015 43.3018112)
1960690,Jones,Oxford Junction,July 01 2016,484,POINT (-90.954121 41.9837298)
1934185,Worth,Hanlontown,July 01 2013,221,POINT (-93.3788839 43.2809013)
1912765,Floyd,Charles City,July 01 2012,7527,POINT (-92.6745202 43.0643521)
1955335,Floyd,Nashua (pt.),July 01 2012,2,POINT (-92.5417304 42.950168)
1972525,Page,Shenandoah (pt.),July 01 2012,5073,POINT (-95.3720582 40.7583016)
1966810,Dubuque,Rickardsville,April 01 2010,182,POINT (-90.8762169 42.5815445)
1975720,Grundy,Stout,July 01 2014,216,POINT (-92.7115452 42.5268983)
19161,Sac,Balance of Sac County,July 01 2012,3086,POINT (-95.1053946 42.3862604)
1917175,Pottawattamie,Crescent,April 01 2010,617,POINT (-95.8581593 41.3654889)
1970050,Fayette,St. Lucas,April 01 2010,143,POINT (-91.9341797 43.0666937)
1935130,Pocahontas,Havelock,July 01 2012,134,POINT (-94.7008548 42.8331095)
1975000,Montgomery,Stanton,July 01 2013,658,POINT (-95.1029513 40.9810147)
1974910,Hamilton,Stanhope,July 01 2011,422,POINT (-93.7960023 42.2889306)
1901675,Lyon,Alvord,July 01 2013,199,POINT (-96.3025937 43.3417889)
1965955,Jasper,Reasnor,April 01 2010,152,POINT (-93.0229143 41.5788538)
1976260,Bremer,Sumner (pt.),July 01 2012,1998,POINT (-92.0974233 42.8494642)
1916050,Guthrie,Coon Rapids (pt.),July 01 2016,0,POINT (-94.6784541 41.8747687)
1910765,Warren,Carlisle (pt.),July 01 2011,3827,POINT (-93.4877345 41.511846)
1924375,Tama,Elberon,July 01 2018,189,POINT (-92.3161149 42.0054947)
1969510,Jackson,Sabula,April 01 2010,576,POINT (-90.1757883 42.0666587)
1902620,Butler,Aredale,July 01 2012,74,POINT (-93.0053681 42.8331955)
1983325,Grundy,Wellsburg,July 01 2016,688,POINT (-92.9265689 42.4338465)
1950250,Cass,Massena,July 01 2015,344,POINT (-94.7698202 41.2506437)
1974415,Dickinson,Spirit Lake,July 01 2013,4917,POINT (-95.1108029 43.4177008)
1902935,Emmet,Armstrong,July 01 2017,851,POINT (-94.4832066 43.3944094)
19069,Franklin,Balance of Franklin County,July 01 2012,3566,POINT (-93.262473 42.7325458)
1984765,Fayette,West Union,July 01 2014,2413,POINT (-91.8132 42.9588918)
1942600,Dickinson,Lake Park,July 01 2015,1126,POINT (-95.325247 43.4477627)
1974820,Mitchell,Stacyville,July 01 2018,466,POINT (-92.7839772 43.4390311)
1951375,Plymouth,Merrill,April 01 2010,755,POINT (-96.2524909 42.7205507)
1928740,Lee,Franklin,July 01 2014,143,POINT (-91.5118028 40.6669652)
1945480,Buena Vista,Linn Grove,April 01 2010,154,POINT (-95.242346 42.8928146)
1979095,Buena Vista,Truesdale,July 01 2014,82,POINT (-95.1834071 42.7292568)
1913530,Cedar,Clarence,July 01 2018,970,POINT (-91.057044 41.8858879)
1977835,Keokuk,Thornburg,July 01 2016,61,POINT (-92.3327614 41.4553947)
1911395,Adair,Casey (pt.),July 01 2014,8,POINT (-94.5212707 41.5074602)
1929955,Hancock,Garner,July 01 2014,3089,POINT (-93.6032978 43.0995359)
1936705,Grundy,Holland,July 01 2015,276,POINT (-92.7988148 42.3999555)
1919945,Crawford,Denison,July 01 2018,8406,POINT (-95.3528292 42.0159708)
1927210,Kossuth,Fenton,April 01 2010,279,POINT (-94.4279672 43.2181569)
1967170,Emmet,Ringsted,July 01 2018,374,POINT (-94.5067295 43.2949389)
1906625,Van Buren,Birmingham,July 01 2011,445,POINT (-91.9472595 40.8777076)
1939765,Polk,Johnston,July 01 2012,18217,POINT (-93.7172578 41.6856012)
19053,Decatur,Balance of Decatur County,July 01 2017,2671,POINT (-93.7862815 40.7376827)
1913530,Cedar,Clarence,July 01 2016,968,POINT (-91.057044 41.8858879)
1911215,Pottawattamie,Carter Lake,July 01 2017,3789,POINT (-95.9169331 41.2884608)
1966540,Marshall,Rhodes,July 01 2014,307,POINT (-93.1836907 41.9278263)
1974415,Dickinson,Spirit Lake,April 01 2010,4840,POINT (-95.1108029 43.4177008)
1925500,Mills,Emerson,July 01 2013,432,POINT (-95.4027422 41.018044)
1929595,Ida,Galva,July 01 2011,431,POINT (-95.4177423 42.5059144)
1922980,Scott,Durant (pt.),July 01 2018,93,POINT (-90.9119451 41.6014845)
1971355,Poweshiek,Searsboro,July 01 2011,147,POINT (-92.7042765 41.5792084)
1948540,Poweshiek,Malcom,July 01 2016,271,POINT (-92.5574629 41.7075959)
1935715,Mills,Henderson,July 01 2018,182,POINT (-95.4309742 41.1399871)
1945660,Marshall,Liscomb,July 01 2017,298,POINT (-93.0061716 42.1910286)
1986070,Muscatine,Wilton (pt.),July 01 2018,2831,POINT (-91.0269994 41.5898612)
19005,Allamakee,Balance of Allamakee County,July 01 2016,6398,POINT (-91.3780923 43.2842838)
1902845,Fayette,Arlington,July 01 2014,412,POINT (-91.6710476 42.7487868)
1917940,Woodbury,Cushing,July 01 2018,216,POINT (-95.675703 42.464969)
1915015,Delaware,Colesburg,July 01 2016,385,POINT (-91.2010037 42.6387958)
1965820,Black Hawk,Raymond,July 01 2018,802,POINT (-92.2295794 42.4693809)
1958170,Jasper,Oakland Acres,July 01 2012,154,POINT (-92.821163 41.7204392)
1941295,Audubon,Kimballton,July 01 2012,303,POINT (-95.0748694 41.6271029)
19021,Buena Vista,Balance of Buena Vista County,July 01 2016,3946,POINT (-95.151149 42.7354936)
1932160,Dallas,Granger (pt.),July 01 2014,1174,POINT (-93.8247737 41.7619744)
1904555,Mahaska,Barnes City (pt.),July 01 2013,157,POINT (-92.4696188 41.5070595)
1934770,Poweshiek,Hartwick,July 01 2014,84,POINT (-92.3453557 41.7861465)
1919090,Decatur,Davis City,July 01 2015,191,POINT (-93.8126017 40.6401518)
1979680,Appanoose,Unionville,July 01 2012,98,POINT (-92.6957756 40.8181841)
1905365,Taylor,Bedford,July 01 2014,1407,POINT (-94.7240366 40.6711504)
1914160,Marshall,Clemons,July 01 2011,150,POINT (-93.158508 42.1138981)
1983415,Kossuth,Wesley,July 01 2011,384,POINT (-93.9936857 43.0886724)
1986700,Hancock,Woden,July 01 2013,222,POINT (-93.9114238 43.2307878)
1967350,Scott,Riverdale,July 01 2013,415,POINT (-90.4637332 41.5370578)
1941070,Keokuk,Keswick,April 01 2010,246,POINT (-92.2382166 41.4546646)
1943275,Allamakee,Lansing,July 01 2017,943,POINT (-91.2258567 43.3606897)
1946290,Kossuth,Lone Rock,July 01 2016,141,POINT (-94.3254999 43.2208068)
1926265,Audubon,Exira,July 01 2016,789,POINT (-94.8810861 41.5919759)
1931395,Carroll,Glidden,April 01 2010,1146,POINT (-94.7266652 42.0576308)
1922350,Davis,Drakesville,July 01 2016,185,POINT (-92.481392 40.7984046)
1970410,O'Brien,Sanborn,July 01 2015,1385,POINT (-95.655256 43.1813704)
19145,Page,Balance of Page County,April 01 2010,3451,POINT (-95.1501747 40.7391444)
19175,Union,Balance of Union County,July 01 2016,3097,POINT (-94.2423792 41.0277304)
1960015,Clayton,Osterdock,July 01 2013,58,POINT (-91.1578336 42.7313862)
19105,Jones,Balance of Jones County,July 01 2013,8619,POINT (-91.1314352 42.1212397)
1935760,Page,Hepburn,July 01 2011,18,POINT (-95.0166861 40.8476568)
1906760,Hamilton,Blairsburg,July 01 2014,209,POINT (-93.6428357 42.47838)
19041,Clay,Balance of Clay County,April 01 2010,3300,POINT (-95.1509194 43.0825804)
19017,Bremer,Balance of Bremer County,July 01 2017,7297,POINT (-92.3180548 42.7745873)
1957720,Benton,Norway,July 01 2011,545,POINT (-91.9226667 41.9022211)
1976935,Mills,Tabor (pt.),April 01 2010,84,POINT (-95.6737118 40.8949387)
1985845,Iowa,Williamsburg,July 01 2014,3154,POINT (-92.0098017 41.6679743)
1913620,Wright,Clarion,July 01 2013,2801,POINT (-93.7293596 42.732213)
1953985,Appanoose,Moravia (pt.),July 01 2015,647,POINT (-92.8191273 40.8918338)
1956550,Dubuque,New Vienna,July 01 2018,414,POINT (-91.1138852 42.5477204)
1943725,Pocahontas,Laurens,July 01 2014,1201,POINT (-94.8482953 42.8477467)
1968205,Sioux,Rock Valley,July 01 2017,3755,POINT (-96.2915964 43.2044873)
