FIPS,County,City,Year,Estimate,Primary Point
1959745,Mitchell,Osage,July 01 2015,3589,POINT (-92.8114161 43.2826461)
1911395,Adair,Casey (pt.),July 01 2012,10,POINT (-94.5212707 41.5074602)
1905185,Boone,Beaver,July 01 2012,48,POINT (-94.139911 42.0382078)
1922620,Butler,Dumont,July 01 2014,630,POINT (-92.9735076 42.7521928)
1906085,Dubuque,Bernard,July 01 2018,116,POINT (-90.8317558 42.3132971)
1986970,Boone,Woodward (pt.),July 01 2012,451,POINT (-93.9208014 41.8522961)
1930945,Pocahontas,Gilmore City (pt.),July 01 2012,220,POINT (-94.4369129 42.7269003)
1965505,Greene,Ralston (pt.),July 01 2012,2,POINT (-94.6293007 42.0417738)
1928380,Hancock,Forest City (pt.),July 01 2014,331,POINT (-93.6364115 43.2569692)
1955335,Chickasaw,Nashua (pt.),July 01 2016,1611,POINT (-92.5417304 42.950168)
1935130,Pocahontas,Havelock,July 01 2017,129,POINT (-94.7008548 42.8331095)
1983280,Washington,Wellman,July 01 2017,1421,POINT (-91.8353706 41.469264)
1944265,Webster,Lehigh,July 01 2014,405,POINT (-94.0534845 42.3574683)
1948180,Madison,Macksburg,July 01 2017,116,POINT (-94.1850673 41.2146954)
1942645,Buena Vista,Lakeside,April 01 2010,596,POINT (-95.1771496 42.6178106)
1981210,Benton,Vinton,July 01 2016,5130,POINT (-92.0260813 42.1638951)
1985800,Hamilton,Williams,July 01 2017,331,POINT (-93.5410724 42.489213)
1922305,Franklin,Dows (pt.),July 01 2016,73,POINT (-93.5012304 42.6592854)
1974370,Winneshiek,Spillville,July 01 2014,360,POINT (-91.9520776 43.2031266)
1924375,Tama,Elberon,July 01 2011,195,POINT (-92.3161149 42.0054947)
1942555,Winnebago,Lake Mills,April 01 2010,2100,POINT (-93.5320645 43.4169493)
1929190,Mahaska,Fremont,July 01 2013,740,POINT (-92.4342399 41.2125273)
1972300,Pottawattamie,Shelby (pt.),July 01 2018,23,POINT (-95.4505587 41.5066731)
1928605,Lee,Fort Madison,July 01 2011,11039,POINT (-91.3519128 40.6198735)
1924915,Montgomery,Elliott,July 01 2013,338,POINT (-95.1628646 41.1493673)
1914520,Dallas,Clive (pt.),July 01 2012,5249,POINT (-93.7972549 41.6144592)
1934365,Franklin,Hansell,July 01 2012,93,POINT (-93.104094 42.7577502)
1923160,Tama,Dysart,July 01 2013,1365,POINT (-92.3090956 42.1721011)
1946065,Jefferson,Lockridge,July 01 2012,276,POINT (-91.7492245 40.9936662)
1975450,Muscatine,Stockton,July 01 2018,195,POINT (-90.8564268 41.5908278)
1933420,Guthrie,Guthrie Center,July 01 2012,1536,POINT (-94.4989474 41.6781243)
1950880,Marshall,Melbourne,July 01 2013,826,POINT (-93.1026156 41.9415478)
1944715,Louisa,Letts,July 01 2011,385,POINT (-91.23563 41.3298031)
19023,Butler,Balance of Butler County,July 01 2018,5521,POINT (-92.7901934 42.7315661)
1923790,Madison,East Peru,July 01 2012,126,POINT (-93.9295169 41.2270332)
1950880,Marshall,Melbourne,April 01 2010,830,POINT (-93.1026156 41.9415478)
1933285,Poweshiek,Guernsey,July 01 2014,62,POINT (-92.3430868 41.6491514)
19135,Monroe,Balance of Monroe County,July 01 2011,3582,POINT (-92.8689877 41.0297826)
1955560,Pottawattamie,Neola,July 01 2017,866,POINT (-95.6173698 41.4515149)
1939900,Calhoun,Jolley,July 01 2018,26,POINT (-94.7182601 42.4794481)
1933150,Cass,Griswold,July 01 2012,1017,POINT (-95.1392779 41.2342966)
1979500,Pottawattamie,Underwood,July 01 2015,939,POINT (-95.6820111 41.3807698)
1972390,Sioux,Sheldon (pt.),July 01 2011,171,POINT (-95.8440092 43.1796213)
1928650,Clay,Fostoria,July 01 2013,237,POINT (-95.1549472 43.2429923)
1961050,Pocahontas,Palmer,July 01 2013,160,POINT (-94.5984729 42.6298621)
1940440,Jasper,Kellogg,July 01 2012,595,POINT (-92.9070787 41.7180274)
1955335,Chickasaw,Nashua (pt.),July 01 2017,1598,POINT (-92.5417304 42.950168)
1984090,Plymouth,Westfield,July 01 2014,132,POINT (-96.6055187 42.7561653)
1987690,Jackson,Zwingle (pt.),July 01 2014,25,POINT (-90.6874539 42.2971718)
1921270,Ringgold,Diagonal,July 01 2011,328,POINT (-94.3421119 40.8104671)
1952230,Iowa,Millersburg,July 01 2011,147,POINT (-92.1591639 41.5731722)
1922215,Crawford,Dow City,July 01 2018,508,POINT (-95.4943457 41.9279982)
1954480,Ringgold,Mount Ayr,July 01 2015,1647,POINT (-94.2376587 40.7141372)
1976935,Fremont,Tabor (pt.),July 01 2018,904,POINT (-95.6737118 40.8949387)
1985935,Lucas,Williamson,July 01 2014,146,POINT (-93.2568821 41.0882416)
1958665,Boone,Ogden,July 01 2013,2029,POINT (-94.0284384 42.0394235)
1960555,Hardin,Owasa,July 01 2018,42,POINT (-93.2049961 42.4316875)
1939675,Hamilton,Jewell Junction,July 01 2016,1172,POINT (-93.6399868 42.3105346)
1965370,Hardin,Radcliffe,July 01 2014,540,POINT (-93.4343108 42.3177101)
1938010,Ida,Ida Grove,July 01 2015,2102,POINT (-95.4731796 42.343883)
1919000,Scott,Davenport,July 01 2017,102335,POINT (-90.6051955 41.5557666)
1954165,Grundy,Morrison,July 01 2016,92,POINT (-92.6732838 42.3429631)
1928380,Hancock,Forest City (pt.),July 01 2013,336,POINT (-93.6364115 43.2569692)
1971760,Wayne,Seymour,April 01 2010,701,POINT (-93.1211905 40.6824151)
1978330,Kossuth,Titonka,July 01 2011,471,POINT (-94.0413989 43.2371658)
1973515,Story,Slater (pt.),July 01 2018,1483,POINT (-93.686299 41.8792234)
1987420,Page,Yorktown,April 01 2010,85,POINT (-95.1543964 40.7353688)
1952275,Wayne,Millerton,July 01 2016,45,POINT (-93.3057058 40.8493458)
1969330,Palo Alto,Ruthven,July 01 2012,717,POINT (-94.8984503 43.1300915)
1931710,Webster,Gowrie,April 01 2010,1037,POINT (-94.2897172 42.2778361)
1912630,Dubuque,Centralia,July 01 2013,135,POINT (-90.8365993 42.4724003)
1940845,Lee,Keokuk,July 01 2018,10274,POINT (-91.403029 40.4095595)
1953760,Lee,Montrose,July 01 2015,810,POINT (-91.4165412 40.526117)
1972480,Benton,Shellsburg,July 01 2011,994,POINT (-91.8709837 42.0929406)
1922620,Butler,Dumont,July 01 2018,609,POINT (-92.9735076 42.7521928)
1948810,Delaware,Manchester,July 01 2017,5005,POINT (-91.4556248 42.4853639)
1930900,Marshall,Gilman,July 01 2017,497,POINT (-92.7881403 41.878809)
1951150,Cherokee,Meriden,July 01 2018,149,POINT (-95.6340769 42.7945167)
1913530,Cedar,Clarence,July 01 2011,967,POINT (-91.057044 41.8858879)
1974280,Clay,Spencer,July 01 2012,11159,POINT (-95.1533205 43.1468576)
1985215,Monona,Whiting,July 01 2014,737,POINT (-96.1507766 42.1271884)
1975810,Hamilton,Stratford (pt.),July 01 2012,704,POINT (-93.9272412 42.2691235)
1901270,Wayne,Allerton,July 01 2016,506,POINT (-93.3689153 40.7076938)
1939135,Winneshiek,Jackson Junction,July 01 2015,56,POINT (-92.0462156 43.1013241)
1923970,Monroe,Eddyville (pt.),July 01 2016,0,POINT (-92.6297911 41.1592059)
1930540,Keokuk,Gibson,July 01 2014,60,POINT (-92.3920455 41.480236)
1914250,Fayette,Clermont,July 01 2012,620,POINT (-91.6523116 43.0001627)
1912630,Dubuque,Centralia,April 01 2010,134,POINT (-90.8365993 42.4724003)
1933960,Franklin,Hampton,July 01 2013,4384,POINT (-93.2049662 42.7420064)
1946335,Johnson,Lone Tree,July 01 2018,1389,POINT (-91.4262099 41.4866558)
1901000,Linn,Alburnett,July 01 2018,702,POINT (-91.6209167 42.1493012)
1952995,Harrison,Modale,July 01 2012,277,POINT (-96.0120201 41.6181928)
1986700,Hancock,Woden,July 01 2014,219,POINT (-93.9114238 43.2307878)
1908200,Audubon,Brayton,July 01 2012,121,POINT (-94.9303482 41.5448041)
1974505,Jackson,Springbrook,July 01 2017,143,POINT (-90.479117 42.1655919)
19033,Cerro Gordo,Balance of Cerro Gordo County,July 01 2012,5043,POINT (-93.2608184 43.0815577)
1933060,Dallas,Grimes (pt.),July 01 2011,11,POINT (-93.7945972 41.6775439)
1901180,Polk,Alleman,July 01 2018,457,POINT (-93.6094604 41.8158459)
1958530,Osceola,Ocheyedan,July 01 2011,480,POINT (-95.5365264 43.4181152)
1909685,Kossuth,Burt,July 01 2011,526,POINT (-94.2210539 43.1989094)
1953895,Webster,Moorland,July 01 2015,162,POINT (-94.2954106 42.4413943)
1958530,Osceola,Ocheyedan,July 01 2018,461,POINT (-95.5365264 43.4181152)
1922980,Scott,Durant (pt.),April 01 2010,92,POINT (-90.9119451 41.6014845)
1917985,Palo Alto,Cylinder,July 01 2018,82,POINT (-94.5511492 43.089664)
1916140,Washington,Coppock (pt.),July 01 2012,13,POINT (-91.7150539 41.163535)
1950520,Story,Maxwell,April 01 2010,920,POINT (-93.3959877 41.8913844)
1975630,Buena Vista,Storm Lake,July 01 2011,10644,POINT (-95.1970008 42.6431467)
1912900,Crawford,Charter Oak,July 01 2014,498,POINT (-95.5891719 42.0682534)
1903610,Sac,Auburn,April 01 2010,322,POINT (-94.8777258 42.2495688)
1975450,Muscatine,Stockton,July 01 2015,194,POINT (-90.8564268 41.5908278)
1975990,Adair,Stuart (pt.),July 01 2014,674,POINT (-94.3186774 41.5002688)
1985215,Monona,Whiting,April 01 2010,762,POINT (-96.1507766 42.1271884)
1956505,Jasper,Newton,July 01 2015,15111,POINT (-93.0404672 41.6965281)
1913350,Greene,Churdan,July 01 2017,369,POINT (-94.4786263 42.1538724)
1932565,Audubon,Gray,July 01 2015,60,POINT (-94.985948 41.8418311)
1915465,Floyd,Colwell,July 01 2018,70,POINT (-92.5910417 43.1577091)
1913530,Cedar,Clarence,July 01 2015,963,POINT (-91.057044 41.8858879)
1962760,Woodbury,Pierson,April 01 2010,366,POINT (-95.8652766 42.5428025)
1921675,Emmet,Dolliver,July 01 2016,61,POINT (-94.6143179 43.4638362)
19171,Tama,Balance of Tama County,July 01 2017,6694,POINT (-92.5325425 42.0798117)
1937560,Humboldt,Humboldt,July 01 2015,4578,POINT (-94.2245141 42.7231707)
1924465,Hardin,Eldora,July 01 2017,2645,POINT (-93.1012867 42.3605951)
1982650,Fayette,Waucoma,July 01 2012,258,POINT (-92.0341066 43.0554679)
1936390,Henry,Hillsboro,July 01 2013,179,POINT (-91.7125258 40.8373813)
1953670,Tama,Montour,July 01 2017,246,POINT (-92.7149939 41.9802608)
1952950,Jasper,Mitchellville (pt.),July 01 2015,26,POINT (-93.3629093 41.6678771)
1932970,Clay,Greenville,July 01 2016,70,POINT (-95.1461167 43.0169781)
19037,Chickasaw,Balance of Chickasaw County,July 01 2012,5010,POINT (-92.3176637 43.0600414)
1977835,Keokuk,Thornburg,July 01 2018,61,POINT (-92.3327614 41.4553947)
1922845,Black Hawk,Dunkerton,July 01 2015,845,POINT (-92.161378 42.5673881)
1965550,Fayette,Randalia,July 01 2013,66,POINT (-91.8864465 42.8635957)
1949350,Cherokee,Marcus,July 01 2017,1052,POINT (-95.8068149 42.8223959)
1934455,Humboldt,Hardy,July 01 2012,47,POINT (-94.0511447 42.8101495)
1935130,Pocahontas,Havelock,April 01 2010,138,POINT (-94.7008548 42.8331095)
1965235,Buchanan,Quasqueton,July 01 2015,553,POINT (-91.7578731 42.3943539)
1935310,Fayette,Hawkeye,July 01 2017,414,POINT (-91.950354 42.9377417)
19013,Black Hawk,Balance of Black Hawk County,July 01 2017,10357,POINT (-92.3088197 42.4700957)
1964290,Clayton,Postville (pt.),July 01 2011,276,POINT (-91.5682128 43.0839487)
1968160,Lyon,Rock Rapids,July 01 2013,2561,POINT (-96.1657284 43.4258915)
1904375,Dubuque,Balltown,July 01 2012,67,POINT (-90.8697801 42.6372832)
1906490,Warren,Bevington (pt.),July 01 2016,5,POINT (-93.7902373 41.3595466)
1979770,Johnson,University Heights,July 01 2012,1081,POINT (-91.5588548 41.6550607)
19135,Monroe,Balance of Monroe County,July 01 2015,3500,POINT (-92.8689877 41.0297826)
1984585,Lee,West Point,July 01 2013,958,POINT (-91.4522808 40.7149629)
1978510,Tama,Toledo,July 01 2015,2187,POINT (-92.5803168 41.9902131)
1967125,Calhoun,Rinard,July 01 2016,51,POINT (-94.4849296 42.3396126)
1982740,Allamakee,Waukon,July 01 2012,3853,POINT (-91.4781367 43.2683975)
1938820,Sioux,Ireton,July 01 2018,604,POINT (-96.3217494 42.974898)
19119,Lyon,Balance of Lyon County,July 01 2015,4882,POINT (-96.2102924 43.380497)
1952455,Warren,Milo,April 01 2010,775,POINT (-93.4393691 41.2887201)
1948855,Crawford,Manilla,July 01 2013,785,POINT (-95.2345611 41.8923087)
1900370,Guthrie,Adair (pt.),July 01 2015,18,POINT (-94.6434132 41.5003898)
1970410,O'Brien,Sanborn,April 01 2010,1404,POINT (-95.655256 43.1813704)
1965055,Davis,Pulaski,July 01 2017,286,POINT (-92.2737906 40.6928807)
1908470,Washington,Brighton,July 01 2015,657,POINT (-91.8212009 41.1746979)
1916635,Wayne,Corydon,April 01 2010,1585,POINT (-93.3174517 40.757426)
1915240,Story,Colo,April 01 2010,876,POINT (-93.3185991 42.014482)
1962850,Boone,Pilot Mound,July 01 2018,168,POINT (-94.0183302 42.1592616)
19055,Delaware,Balance of Delaware County,July 01 2012,8311,POINT (-91.3673502 42.471211)
1977970,Fremont,Thurman,July 01 2011,230,POINT (-95.7488095 40.8202236)
1965550,Fayette,Randalia,July 01 2012,67,POINT (-91.8864465 42.8635957)
1957225,Iowa,North English (pt.),July 01 2013,1019,POINT (-92.0776314 41.5164005)
1980805,Iowa,Victor (pt.),July 01 2017,759,POINT (-92.2947426 41.7307354)
1950250,Cass,Massena,July 01 2018,340,POINT (-94.7698202 41.2506437)
1913485,Webster,Clare,July 01 2013,141,POINT (-94.3446885 42.587455)
1913125,Howard,Chester,July 01 2018,120,POINT (-92.3639508 43.4918437)
1915060,Jasper,Colfax,July 01 2014,2067,POINT (-93.240454 41.676085)
1968160,Lyon,Rock Rapids,July 01 2017,2551,POINT (-96.1657284 43.4258915)
1913395,Appanoose,Cincinnati,July 01 2017,340,POINT (-92.9222293 40.6309489)
19117,Lucas,Balance of Lucas County,July 01 2016,3416,POINT (-93.3277207 41.0293738)
1924465,Hardin,Eldora,July 01 2014,2692,POINT (-93.1012867 42.3605951)
1931665,Clinton,Goose Lake,July 01 2011,239,POINT (-90.3817617 41.9678833)
1965370,Hardin,Radcliffe,July 01 2011,542,POINT (-93.4343108 42.3177101)
1900190,Hardin,Ackley (pt.),July 01 2015,1506,POINT (-93.0527656 42.5518776)
1942555,Winnebago,Lake Mills,July 01 2016,2034,POINT (-93.5320645 43.4169493)
1957720,Benton,Norway,July 01 2012,537,POINT (-91.9226667 41.9022211)
1956460,Mahaska,New Sharon,July 01 2015,1287,POINT (-92.6509239 41.4701036)
1931395,Carroll,Glidden,July 01 2011,1148,POINT (-94.7266652 42.0576308)
1908470,Washington,Brighton,July 01 2013,656,POINT (-91.8212009 41.1746979)
1929685,Clayton,Garber,July 01 2015,87,POINT (-91.2618173 42.744429)
1954930,Woodbury,Moville,July 01 2013,1629,POINT (-96.0679063 42.4894254)
1915195,Story,Collins,July 01 2017,480,POINT (-93.3082881 41.9019614)
1922800,Delaware,Dundee,April 01 2010,174,POINT (-91.5461458 42.5798507)
1971130,Crawford,Schleswig,April 01 2010,882,POINT (-95.4352246 42.1607169)
1910585,Adams,Carbon,July 01 2011,34,POINT (-94.8240034 41.0496609)
1947730,Sac,Lytton (pt.),July 01 2018,251,POINT (-94.8604989 42.4233029)
1971895,Page,Shambaugh,July 01 2015,185,POINT (-95.0352465 40.6574753)
1952590,Pottawattamie,Minden,April 01 2010,599,POINT (-95.5411773 41.4683761)
1987690,Dubuque,Zwingle (pt.),April 01 2010,65,POINT (-90.6874539 42.2971718)
1908650,Woodbury,Bronson,July 01 2017,318,POINT (-96.2113577 42.4090069)
1933195,Grundy,Grundy Center,July 01 2014,2712,POINT (-92.7743996 42.3637582)
1965910,Bremer,Readlyn,July 01 2016,831,POINT (-92.225022 42.7037692)
1932790,Adair,Greenfield,July 01 2015,1848,POINT (-94.4591514 41.305599)
1930630,Story,Gilbert,July 01 2015,1117,POINT (-93.6462341 42.1072488)
1913485,Webster,Clare,July 01 2014,140,POINT (-94.3446885 42.587455)
1900730,Washington,Ainsworth,July 01 2018,579,POINT (-91.5545142 41.2900827)
1902260,Cass,Anita,July 01 2014,953,POINT (-94.7658827 41.4437451)
1986700,Hancock,Woden,July 01 2011,226,POINT (-93.9114238 43.2307878)
1905635,Jackson,Bellevue,July 01 2014,2160,POINT (-90.4318375 42.2625585)
1987690,Jackson,Zwingle (pt.),July 01 2016,25,POINT (-90.6874539 42.2971718)
1972210,Franklin,Sheffield,July 01 2017,1119,POINT (-93.208697 42.8928802)
1959250,Jones,Onslow,July 01 2014,194,POINT (-91.0152515 42.1073153)
1937470,Black Hawk,Hudson,July 01 2011,2297,POINT (-92.4519085 42.4320012)
1963345,Appanoose,Plano,April 01 2010,70,POINT (-93.0469452 40.7554226)
1973515,Boone,Slater (pt.),July 01 2017,0,POINT (-93.686299 41.8792234)
1954480,Ringgold,Mount Ayr,July 01 2014,1646,POINT (-94.2376587 40.7141372)
1901540,Chickasaw,Alta Vista,July 01 2017,254,POINT (-92.4170267 43.1967709)
1948500,Jefferson,Maharishi Vedic City,July 01 2011,1298,POINT (-92.0138829 41.0543302)
1938280,Warren,Indianola,July 01 2011,14920,POINT (-93.5658922 41.3623795)
19009,Audubon,Balance of Audubon County,April 01 2010,2590,POINT (-94.9058222 41.6845893)
1924735,Polk,Elkhart,July 01 2017,806,POINT (-93.5242476 41.7922878)
1942645,Buena Vista,Lakeside,July 01 2011,704,POINT (-95.1771496 42.6178106)
1959070,Keokuk,Ollie,April 01 2010,215,POINT (-92.0923057 41.1991478)
1917130,Washington,Crawfordsville,July 01 2011,265,POINT (-91.5366275 41.2139194)
1922980,Cedar,Durant (pt.),April 01 2010,1737,POINT (-90.9119451 41.6014845)
1968340,Palo Alto,Rodman,July 01 2014,42,POINT (-94.5271834 43.0265898)
1964650,O'Brien,Primghar,July 01 2017,870,POINT (-95.6209034 43.0863786)
1901315,Butler,Allison,July 01 2018,988,POINT (-92.7957606 42.7517481)
1915105,Page,College Springs,July 01 2012,209,POINT (-95.1211184 40.6212901)
19175,Union,Balance of Union County,July 01 2014,3163,POINT (-94.2423792 41.0277304)
1916815,Franklin,Coulter,July 01 2011,282,POINT (-93.3700471 42.73312)
1919000,Scott,Davenport,July 01 2013,102046,POINT (-90.6051955 41.5557666)
1956910,Floyd,Nora Springs (pt.),July 01 2015,1394,POINT (-93.0094807 43.1445424)
1926400,Linn,Fairfax,July 01 2011,2256,POINT (-91.7758659 41.9227519)
1975945,Plymouth,Struble,April 01 2010,78,POINT (-96.1945847 42.8944666)
1945840,Harrison,Little Sioux,July 01 2016,160,POINT (-96.0274587 41.8082038)
1931665,Clinton,Goose Lake,July 01 2015,229,POINT (-90.3817617 41.9678833)
1948500,Jefferson,Maharishi Vedic City,April 01 2010,259,POINT (-92.0138829 41.0543302)
1964470,Jasper,Prairie City,July 01 2011,1670,POINT (-93.2391586 41.5952729)
1965730,Appanoose,Rathbun,July 01 2017,83,POINT (-92.8871405 40.8016943)
1942015,Marion,Knoxville,July 01 2018,7204,POINT (-93.1023566 41.3188166)
1909955,Webster,Callender,July 01 2017,356,POINT (-94.2955132 42.3616112)
1943590,Franklin,Latimer,April 01 2010,507,POINT (-93.3655999 42.762884)
1919630,Delaware,Delaware,July 01 2016,153,POINT (-91.339042 42.4712845)
1949890,Warren,Martensdale,July 01 2016,467,POINT (-93.738629 41.3737757)
1948945,Carroll,Manning,July 01 2015,1463,POINT (-95.0642334 41.9092116)
1984180,Fayette,Westgate,July 01 2011,212,POINT (-91.9955964 42.7682394)
1907660,Dallas,Bouton,July 01 2013,133,POINT (-94.0105732 41.8511411)
19051,Davis,Balance of Davis County,July 01 2018,5702,POINT (-92.4097173 40.7476891)
1983190,Decatur,Weldon,April 01 2010,125,POINT (-93.7355473 40.8972891)
1928920,Boone,Fraser,April 01 2010,102,POINT (-93.9734887 42.1250435)
1925590,Palo Alto,Emmetsburg,July 01 2017,3764,POINT (-94.6799659 43.1145862)
1933780,Fremont,Hamburg,July 01 2013,1116,POINT (-95.6545764 40.606121)
1917265,Union,Creston,July 01 2015,7816,POINT (-94.3650388 41.0597298)
1949170,Monona,Mapleton,July 01 2012,1232,POINT (-95.7904763 42.167086)
1926895,Van Buren,Farmington,July 01 2013,653,POINT (-91.7390137 40.6388538)
1985215,Monona,Whiting,July 01 2013,750,POINT (-96.1507766 42.1271884)
1967350,Scott,Riverdale,July 01 2017,438,POINT (-90.4637332 41.5370578)
1909235,Scott,Buffalo,July 01 2014,1294,POINT (-90.6982147 41.4648017)
1918345,Greene,Dana,July 01 2013,70,POINT (-94.238368 42.1070968)
19195,Worth,Balance of Worth County,July 01 2017,2891,POINT (-93.2608476 43.3773984)
1939585,Black Hawk,Jesup (pt.),July 01 2014,124,POINT (-92.0659027 42.4744701)
1974775,Linn,Springville,July 01 2013,1097,POINT (-91.4457379 42.0529659)
1934635,Osceola,Harris,July 01 2013,165,POINT (-95.4370934 43.4435137)
1905635,Jackson,Bellevue,July 01 2017,2185,POINT (-90.4318375 42.2625585)
19077,Grundy,Balance of Grundy County,April 01 2010,4268,POINT (-94.501055 41.6837548)
1964200,Shelby,Portsmouth,July 01 2018,180,POINT (-95.5193136 41.6504163)
1941565,Wapello,Kirkville,July 01 2012,166,POINT (-92.503587 41.1422489)
1921000,Polk,Des Moines (pt.),July 01 2012,210016,POINT (-93.6104316 41.5725032)
19177,Van Buren,Balance of Van Buren County,July 01 2012,4008,POINT (-91.9499871 40.7532294)
1938460,Chickasaw,Ionia,April 01 2010,291,POINT (-92.4584186 43.0360537)
1979995,Monona,Ute,July 01 2017,345,POINT (-95.7058299 42.0499538)
1918345,Greene,Dana,April 01 2010,71,POINT (-94.238368 42.1070968)
1972210,Franklin,Sheffield,July 01 2016,1122,POINT (-93.208697 42.8928802)
1979815,Mahaska,University Park,April 01 2010,487,POINT (-92.6149705 41.2855651)
1960105,Webster,Otho,July 01 2018,516,POINT (-94.1493376 42.4222294)
1955200,Appanoose,Mystic,July 01 2013,416,POINT (-92.9446124 40.7791816)
1934005,Pottawattamie,Hancock,July 01 2013,196,POINT (-95.3636607 41.3921947)
1987690,Jackson,Zwingle (pt.),July 01 2013,25,POINT (-90.6874539 42.2971718)
1960465,Wapello,Ottumwa,July 01 2014,24798,POINT (-92.4186136 41.0195769)
1906175,Linn,Bertram,April 01 2010,294,POINT (-91.5376397 41.9511334)
1930810,Clay,Gillett Grove,July 01 2018,48,POINT (-95.0366368 43.0167093)
1927255,Marshall,Ferguson,July 01 2012,127,POINT (-92.8630313 41.9385801)
1911530,Monona,Castana,July 01 2016,136,POINT (-95.9103984 42.0730934)
1977520,Dickinson,Terril,July 01 2014,357,POINT (-94.9689637 43.3058467)
